,Word,Lemma,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
384,adoption,adoption,19,19,4.686274509803922,7.79,3.08,1.0
385,adoptive,adoptive,19,19,0.5882352941176471,9.16,2.69,1.0
386,adorability,adorability,19,17,0.0196078431372549,11.76,2.59,0.8947368421052632
387,adorable,adorable,18,18,10.529411764705882,6.94,2.62,1.0
388,adorableness,adorableness,19,19,0.0196078431372549,8.32,4.04,1.0
389,adoration,adoration,21,20,0.5882352941176471,11.8,3.52,0.9523809523809523
390,adore,adore,19,19,7.7254901960784315,7.95,3.31,1.0
391,adoring,adore,19,19,0.6862745098039216,8.53,1.87,1.0
392,adorn,adorn,18,17,0.1568627450980392,11.65,3.28,0.9444444444444444
393,adornment,adornment,19,19,0.0784313725490196,12.32,3.11,1.0
394,adrenal,adrenal,19,17,0.3137254901960784,14.24,3.61,0.8947368421052632
395,adrenalin,adrenalin,18,17,0.5490196078431373,11.65,2.89,0.9444444444444444
396,adrenaline,adrenaline,20,19,3.2941176470588234,11.63,4.47,0.95
397,adrift,adrift,20,19,1.0,11.21,3.38,0.95
398,adroit,adroit,19,8,0.11764705882352941,12.75,2.76,0.42105263157894735
399,adroitness,adroitness,19,14,0.0196078431372549,15.21,3.72,0.7368421052631579
400,adulation,adulation,19,18,0.27450980392156865,12.72,3.25,0.9473684210526315
401,adult,adult,19,19,14.294117647058824,4.68,2.26,1.0
402,adulterant,adulterant,18,14,0.0196078431372549,12.86,3.55,0.7777777777777778
403,adulterate,adulterate,18,17,0.0196078431372549,13.76,3.72,0.9444444444444444
404,adulterer,adulterer,19,19,0.39215686274509803,11.63,2.97,1.0
405,adulteress,adulteress,18,18,0.2549019607843137,12.22,3.23,1.0
406,adulterous,adulterous,20,20,0.3333333333333333,11.65,2.3,1.0
407,adultery,adultery,19,19,1.9411764705882353,11.84,2.93,1.0
408,adulthood,adulthood,19,19,0.7254901960784313,9.95,3.49,1.0
410,advance,advance,20,20,15.980392156862745,8.35,2.83,1.0
411,advanced,advance,20,20,8.843137254901961,9.05,3.43,1.0
412,advancement,advancement,20,19,1.2352941176470589,10.89,3.14,0.95
413,advantage,advantage,19,19,22.058823529411764,9.32,3.06,1.0
414,advantageous,advantageous,19,16,0.39215686274509803,12.62,2.68,0.8421052631578947
415,advent,advent,18,16,0.47058823529411764,10.38,4.26,0.8888888888888888
416,adventure,adventure,18,18,13.431372549019608,5.67,1.81,1.0
417,adventurer,adventurer,19,19,0.7254901960784313,7.79,2.27,1.0
418,adventuresome,adventuresome,21,21,0.058823529411764705,10.38,3.25,1.0
419,adventuress,adventuress,19,18,0.21568627450980393,10.44,4.33,0.9473684210526315
420,adventurist,adventurist,19,19,0.0196078431372549,8.68,2.69,1.0
421,adventurous,adventurous,19,19,1.2156862745098038,10.0,3.68,1.0
422,adventurousness,adventurousness,21,21,0.0196078431372549,11.81,4.41,1.0
423,adverb,adverb,22,22,0.19607843137254902,8.14,1.96,1.0
424,adverbial,adverbial,18,14,0.058823529411764705,13.14,2.71,0.7777777777777778
425,adversarial,adversarial,18,18,0.23529411764705882,14.0,3.11,1.0
426,adversary,adversary,18,18,1.5098039215686274,12.67,3.31,1.0
427,adverse,adverse,18,18,0.7058823529411765,10.72,3.75,1.0
428,adversity,adversity,19,19,1.0588235294117647,11.79,3.61,1.0
429,advert,advert,19,18,0.2549019607843137,14.22,3.8,0.9473684210526315
430,advertise,advertise,19,19,1.6470588235294117,9.63,2.19,1.0
431,advertisement,advertisement,18,18,1.196078431372549,7.67,2.91,1.0
432,advertiser,advertiser,19,19,0.1568627450980392,11.0,3.67,1.0
433,advertising,advertising,21,21,7.431372549019608,9.95,2.94,1.0
434,advice,advice,18,18,47.98039215686274,8.61,2.15,1.0
435,advisable,advisable,20,20,0.7843137254901961,10.75,2.92,1.0
436,advise,advise,18,18,12.196078431372548,8.89,2.35,1.0
437,advisee,advisee,20,18,0.2549019607843137,12.89,2.72,0.9
438,advisement,advisement,20,20,0.7647058823529411,12.5,3.1,1.0
439,adviser,adviser,18,18,1.0392156862745099,10.78,3.12,1.0
440,advisor,advisor,21,21,4.411764705882353,11.24,2.83,1.0
441,advisory,advisory,20,20,1.0,11.55,2.91,1.0
442,advocacy,advocacy,19,17,0.29411764705882354,14.06,3.54,0.8947368421052632
443,advocate,advocate,18,18,2.215686274509804,11.11,2.3,1.0
444,aegis,aegis,19,7,0.09803921568627451,17.0,3.37,0.3684210526315789
445,aerate,aerate,19,16,0.0196078431372549,13.44,3.5,0.8421052631578947
446,aeration,aeration,19,17,0.0196078431372549,12.35,3.06,0.8947368421052632
447,aerial,aerial,21,20,2.5294117647058822,11.5,2.74,0.9523809523809523
448,aerialist,aerialist,18,13,0.0196078431372549,14.08,3.68,0.7222222222222222
449,aerie,aerie,18,11,0.0196078431372549,13.0,3.69,0.6111111111111112
450,aero,aero,20,20,0.09803921568627451,11.4,2.68,1.0
451,aerobatics,aerobatic,19,17,0.0196078431372549,9.53,3.64,0.8947368421052632
452,aerobic,aerobic,18,17,0.17647058823529413,10.24,3.6,0.9444444444444444
453,aerobics,aerobics,18,18,1.5490196078431373,11.0,3.05,1.0
454,aerodynamic,aerodynamic,20,20,0.43137254901960786,13.4,3.98,1.0
455,aerodynamics,aerodynamic,20,20,0.3137254901960784,11.5,3.03,1.0
457,aeronautical,aeronautical,19,17,0.23529411764705882,14.35,3.39,0.8947368421052632
458,aeronautics,aeronautic,19,17,0.17647058823529413,12.35,3.2,0.8947368421052632
459,aerosol,aerosol,19,19,0.27450980392156865,9.47,3.81,1.0
460,aerospace,aerospace,18,17,1.0784313725490196,12.06,2.7,0.9444444444444444
461,aesthete,aesthete,20,10,0.11764705882352941,14.9,4.61,0.5
462,aesthetic,aesthetic,19,19,0.6666666666666666,15.74,3.45,1.0
463,aesthetics,aesthetic,18,18,0.29411764705882354,15.06,3.62,1.0
464,afar,afar,22,22,1.1568627450980393,8.214576,2.34,1.0
465,afeard,afeard,18,7,0.21568627450980393,10.86,4.3,0.3888888888888889
466,affability,affability,21,14,0.0784313725490196,14.07,3.77,0.6666666666666666
467,affable,affable,18,15,0.11764705882352941,13.4,2.8,0.8333333333333334
468,affair,affair,18,18,29.45098039215686,10.94,3.08,1.0
469,affaire,affaire,19,11,0.0196078431372549,11.45,3.3,0.5789473684210527
470,affect,affect,20,20,11.137254901960784,9.6,2.56,1.0
471,affectation,affectation,19,17,0.13725490196078433,13.82,3.89,0.8947368421052632
472,affection,affection,19,19,8.450980392156863,8.53,2.97,1.0
473,affectionate,affectionate,20,20,2.2549019607843137,8.5,2.35,1.0
474,affective,affective,19,19,0.0784313725490196,11.74,3.51,1.0
475,affectless,affectless,19,15,0.0196078431372549,13.6,4.12,0.7894736842105263
476,affiant,affiant,18,10,0.0196078431372549,14.0,2.05,0.5555555555555556
477,affidavit,affidavit,19,16,1.9607843137254901,15.69,3.57,0.8421052631578947
478,affiliate,affiliate,20,19,0.29411764705882354,12.0,3.46,0.95
479,affiliation,affiliation,18,18,0.49019607843137253,12.28,3.58,1.0
480,affinity,affinity,18,18,0.5686274509803921,12.22,2.96,1.0
481,affirm,affirm,18,17,0.3333333333333333,12.24,2.22,0.9444444444444444
482,affirmation,affirmation,18,18,0.5294117647058824,12.56,3.29,1.0
483,affirmative,affirmative,18,18,4.7254901960784315,10.67,3.69,1.0
484,affix,affix,18,18,0.11764705882352941,11.94,3.1,1.0
485,afflict,afflict,18,18,0.0784313725490196,11.5,2.66,1.0
486,affliction,affliction,19,19,1.1764705882352942,11.32,2.54,1.0
487,afflictive,afflictive,22,15,0.0196078431372549,14.4,3.44,0.6818181818181818
488,affluence,affluence,19,17,0.13725490196078433,13.88,3.62,0.8947368421052632
489,affluent,affluent,19,19,0.29411764705882354,13.16,3.27,1.0
490,afford,afford,19,19,44.431372549019606,7.47,2.17,1.0
491,affordability,affordability,19,19,0.0196078431372549,10.89,3.46,1.0
492,affordable,affordable,20,20,0.6470588235294118,8.15,3.5,1.0
494,affright,affright,18,13,0.0392156862745098,12.77,2.86,0.7222222222222222
495,affront,affront,21,18,0.5882352941176471,12.44,2.48,0.8571428571428571
496,afghan,afghan,18,18,0.5686274509803921,9.11,4.3,1.0
497,aficionado,aficionado,18,14,0.21568627450980393,13.86,2.51,0.7777777777777778
498,afire,afire,18,15,0.49019607843137253,11.87,3.48,0.8333333333333334
499,aflame,aflame,18,18,0.3333333333333333,11.22,3.3,1.0
500,afloat,afloat,18,18,1.6666666666666667,9.33,3.22,1.0
501,afoot,afoot,20,19,1.0196078431372548,11.475618,4.74,0.95
502,aforementioned,aforementione,20,19,0.47058823529411764,14.58,4.6,0.95
503,aforesaid,aforesaid,19,9,0.0784313725490196,14.44,3.28,0.47368421052631576
504,aforethought,aforethought,19,18,0.058823529411764705,13.72,3.74,0.9473684210526315
505,afoul,afoul,18,16,0.21568627450980393,11.81,3.89,0.8888888888888888
506,afraid,afraid,19,19,247.66666666666666,4.42,1.71,1.0
507,afro,afro,19,19,1.1176470588235294,9.58,2.83,1.0
508,aft,aft,21,16,3.5294117647058822,13.8841,3.72,0.7619047619047619
509,after,after,20,20,682.5882352941177,5.997920000000001,1.43,1.0
510,afterbirth,afterbirth,18,16,0.09803921568627451,14.06,2.57,0.8888888888888888
511,afterburner,afterburner,19,16,0.0392156862745098,10.69,2.73,0.8421052631578947
512,aftercare,aftercare,18,16,0.09803921568627451,11.62,4.53,0.8888888888888888
513,afterdeck,afterdeck,19,7,0.0392156862745098,15.86,3.53,0.3684210526315789
514,aftereffect,aftereffect,18,17,0.058823529411764705,12.06,2.38,0.9444444444444444
515,afterglow,afterglow,19,17,0.3137254901960784,12.53,4.81,0.8947368421052632
516,afterimage,afterimage,18,9,0.0392156862745098,13.67,4.21,0.5
517,afterlife,afterlife,19,19,1.588235294117647,8.11,2.51,1.0
518,aftermarket,aftermarket,20,20,0.0392156862745098,14.2,4.47,1.0
519,aftermath,aftermath,19,19,1.0392156862745099,12.05,2.57,1.0
520,afternoon,afternoon,20,20,91.49019607843137,4.65,1.93,1.0
521,afterschool,afterschool,18,18,0.09803921568627451,6.89,3.45,1.0
522,aftershave,aftershave,19,19,1.0784313725490196,10.42,2.85,1.0
523,aftershock,aftershock,18,18,0.23529411764705882,10.33,3.24,1.0
524,aftertaste,aftertaste,20,20,0.21568627450980393,10.0,2.7,1.0
525,afterthought,afterthought,18,18,0.2549019607843137,12.78,3.49,1.0
526,afterwards,afterwards,22,22,14.0,7.711835,2.85,1.0
527,afterworld,afterworld,18,17,0.0196078431372549,10.41,2.62,0.9444444444444444
528,again,again,20,20,792.7058823529412,5.784780000000001,1.31,1.0
529,against,against,20,20,201.72549019607843,7.969465000000001,1.67,1.0
530,agate,agate,18,15,0.0392156862745098,13.0,3.51,0.8333333333333334
531,agave,agave,19,14,0.0392156862745098,14.57,4.85,0.7368421052631579
532,age,age,21,21,79.19607843137256,4.38,1.36,1.0
533,ageism,ageism,19,14,0.23529411764705882,17.07,3.69,0.7368421052631579
534,ageist,ageist,18,14,0.0784313725490196,15.79,1.72,0.7777777777777778
535,ageless,ageless,20,20,0.29411764705882354,10.3,4.07,1.0
536,agency,agency,19,19,19.431372549019606,10.58,3.39,1.0
537,agenda,agenda,19,19,7.313725490196078,9.95,3.19,1.0
538,agent,agent,20,20,102.6470588235294,9.55,2.84,1.0
539,ageratum,ageratum,20,7,0.0196078431372549,13.29,6.05,0.35
541,agglutinate,agglutinate,20,9,0.0196078431372549,14.89,5.11,0.45
542,aggrandize,aggrandize,19,12,0.0196078431372549,14.83,4.24,0.631578947368421
543,aggrandizement,aggrandizement,19,8,0.0196078431372549,14.75,4.71,0.42105263157894735
544,aggravate,aggravate,19,19,0.7254901960784313,8.32,2.58,1.0
545,aggravated,aggravate,21,21,1.2549019607843137,8.608885,2.18,1.0
546,aggravation,aggravation,19,19,1.1568627450980393,9.11,2.56,1.0
547,aggregate,aggregate,21,18,0.19607843137254902,13.67,4.56,0.8571428571428571
548,aggregation,aggregation,20,18,0.0392156862745098,14.56,3.15,0.9
549,aggress,aggress,19,15,0.0392156862745098,12.13,3.25,0.7894736842105263
550,aggression,aggression,20,20,2.803921568627451,9.3,1.98,1.0
551,aggressive,aggressive,19,19,7.9411764705882355,8.32,2.45,1.0
552,aggressiveness,aggressiveness,18,18,0.39215686274509803,11.06,3.13,1.0
553,aggressor,aggressor,19,19,0.5686274509803921,11.47,3.49,1.0
554,aggrieved,aggrieve,19,16,0.19607843137254902,12.38,3.01,0.8421052631578947
555,aghast,aghast,22,18,0.13725490196078433,12.0,3.45,0.8181818181818182
556,agile,agile,19,18,0.39215686274509803,11.94,3.98,0.9473684210526315
557,agility,agility,19,18,0.45098039215686275,10.06,3.15,0.9473684210526315
558,aging,age,20,20,2.5686274509803924,7.35,2.58,1.0
559,agitate,agitate,18,18,0.43137254901960786,10.17,2.79,1.0
560,agitated,agitate,22,22,2.5098039215686274,10.115967,4.44,1.0
561,agitation,agitation,20,20,0.49019607843137253,11.5,2.87,1.0
562,agitator,agitator,19,19,0.21568627450980393,11.84,2.95,1.0
563,agitprop,agitprop,19,5,0.0196078431372549,16.6,3.05,0.2631578947368421
566,aglow,aglow,21,17,0.47058823529411764,10.06,4.19,0.8095238095238095
567,agnate,agnate,18,4,0.09803921568627451,16.5,4.51,0.2222222222222222
568,agnostic,agnostic,22,20,0.37254901960784315,13.8,3.41,0.9090909090909091
569,ago,ago,20,20,286.11764705882354,7.116905000000001,2.28,1.0
570,agog,agog,19,11,0.11764705882352941,14.73,2.57,0.5789473684210527
571,agonist,agonist,19,17,0.0196078431372549,15.06,4.39,0.8947368421052632
572,agonize,agonize,19,19,0.09803921568627451,11.58,2.41,1.0
573,agonizing,agonize,18,18,0.7058823529411765,10.89,3.31,1.0
574,agony,agony,18,18,3.7450980392156863,9.22,2.65,1.0
575,agora,agora,19,11,0.0196078431372549,13.73,3.93,0.5789473684210527
576,agoraphobia,agoraphobia,19,18,0.13725490196078433,14.44,4.42,0.9473684210526315
577,agoraphobic,agoraphobic,20,14,0.17647058823529413,14.64,2.24,0.7
578,agrarian,agrarian,20,12,0.1568627450980392,14.83,3.04,0.6
579,agree,agree,19,19,64.66666666666667,7.68,2.36,1.0
580,agreeable,agreeable,18,17,1.588235294117647,8.41,2.09,0.9444444444444444
581,agreement,agreement,19,19,17.49019607843137,8.16,2.77,1.0
582,agribusiness,agribusiness,18,14,0.13725490196078433,18.07,4.14,0.7777777777777778
583,agricultural,agricultural,19,19,0.9411764705882353,10.11,2.26,1.0
584,agriculturalist,agriculturalist,18,18,0.0392156862745098,12.78,3.14,1.0
585,agriculture,agriculture,19,19,1.0980392156862746,10.32,2.08,1.0
586,ague,ague,18,10,0.0392156862745098,15.2,5.94,0.5555555555555556
587,ahead,ahead,22,22,198.33333333333334,5.454413000000001,1.6,1.0
588,ahoy,ahoy,18,18,3.7058823529411766,7.61,2.85,1.0
589,aid,aid,18,18,13.901960784313726,7.33,2.2,1.0
590,aide,aide,19,18,2.019607843137255,7.83,3.31,0.9473684210526315
591,aider,aider,18,13,0.0196078431372549,12.92,3.15,0.7222222222222222
592,aids,aid,19,19,1.0588235294117647,8.89,2.51,1.0
594,aikido,aikido,20,13,0.0784313725490196,14.08,3.17,0.65
595,ail,ail,19,17,0.21568627450980393,9.71,2.37,0.8947368421052632
596,aileron,aileron,18,7,0.0196078431372549,14.71,3.73,0.3888888888888889
597,ailing,ail,19,19,0.5098039215686274,10.63,2.19,1.0
598,ailment,ailment,19,19,0.5098039215686274,10.37,3.77,1.0
599,aim,aim,19,18,14.862745098039216,6.72,2.11,0.9473684210526315
600,aimer,aimer,19,13,0.058823529411764705,9.85,1.91,0.6842105263157895
601,aimless,aimless,19,19,0.27450980392156865,10.32,3.58,1.0
602,air,air,18,18,139.01960784313727,3.94,1.55,1.0
603,airbag,airbag,19,19,0.39215686274509803,12.26,3.48,1.0
604,airbase,airbase,20,20,0.09803921568627451,10.35,3.34,1.0
605,airboat,airboat,22,20,0.0784313725490196,10.75,3.65,0.9090909090909091
606,airborne,airborne,20,20,4.215686274509804,9.85,2.32,1.0
607,airbrush,airbrush,18,18,0.17647058823529413,12.06,3.98,1.0
608,aircraft,aircraft,18,18,9.450980392156863,7.61,3.33,1.0
609,aircraftsman,aircraftsman,19,18,0.0196078431372549,11.67,4.12,0.9473684210526315
610,aircrew,aircrew,22,20,0.058823529411764705,10.15,3.22,0.9090909090909091
611,airdrome,airdrome,18,9,0.0392156862745098,15.11,3.92,0.5
612,airdrop,airdrop,18,17,0.0392156862745098,9.18,3.71,0.9444444444444444
613,airfare,airfare,19,19,0.23529411764705882,10.26,3.05,1.0
614,airfield,airfield,20,20,2.3137254901960786,8.6,2.62,1.0
615,airflow,airflow,19,19,0.13725490196078433,12.42,3.56,1.0
616,airfoil,airfoil,20,11,0.0196078431372549,14.64,2.91,0.55
618,airhead,airhead,18,18,0.5294117647058824,10.17,3.75,1.0
619,airiness,airiness,20,17,0.0196078431372549,11.35,3.44,0.85
620,airless,airless,18,17,0.09803921568627451,10.0,3.04,0.9444444444444444
621,airlift,airlift,18,18,0.27450980392156865,12.06,4.22,1.0
622,airline,airline,19,19,6.490196078431373,8.74,3.45,1.0
623,airliner,airliner,19,19,0.5686274509803921,9.89,2.98,1.0
624,airlock,airlock,19,18,0.8235294117647058,11.61,5.14,0.9473684210526315
625,airmail,airmail,18,16,0.3333333333333333,12.0,2.83,0.8888888888888888
626,airman,airman,21,21,0.5882352941176471,10.58043,2.88,1.0
628,airmobile,airmobile,18,13,0.0196078431372549,12.69,3.2,0.7222222222222222
629,airplane,airplane,18,18,10.92156862745098,3.94,1.55,1.0
630,airplay,airplay,20,15,0.21568627450980393,12.93,3.06,0.75
631,airport,airport,19,19,38.03921568627451,6.84,3.08,1.0
632,airship,airship,20,20,0.5882352941176471,10.8,3.21,1.0
633,airsick,airsick,19,19,0.3137254901960784,11.47,2.86,1.0
634,airsickness,airsickness,20,18,0.0392156862745098,10.17,3.17,0.9
635,airspace,airspace,18,18,1.607843137254902,11.5,3.42,1.0
636,airspeed,airspeed,20,20,0.47058823529411764,10.9,3.92,1.0
637,airstream,airstream,18,18,0.1568627450980392,12.22,3.49,1.0
638,airstrike,airstrike,18,18,0.13725490196078433,12.78,2.76,1.0
639,airstrip,airstrip,19,19,1.1176470588235294,8.16,2.67,1.0
640,airtight,airtight,19,19,1.1176470588235294,9.84,1.64,1.0
641,airtime,airtime,18,18,0.2549019607843137,11.78,3.21,1.0
642,airwave,airwave,18,17,0.0196078431372549,11.35,3.08,0.9444444444444444
643,airway,airway,19,19,1.6274509803921569,11.16,3.47,1.0
644,airworthy,airworthy,18,16,0.0196078431372549,13.31,4.22,0.8888888888888888
645,airy,airy,19,18,0.3137254901960784,10.28,3.21,0.9473684210526315
646,aisle,aisle,19,19,7.431372549019608,5.95,1.54,1.0
647,ajar,ajar,19,18,0.45098039215686275,9.67,3.12,0.9473684210526315
648,aka,aka,19,18,1.0196078431372548,10.94,4.01,0.9473684210526315
649,akimbo,akimbo,19,11,0.0784313725490196,14.09,2.63,0.5789473684210527
650,akin,akin,21,18,0.27450980392156865,12.67,4.42,0.8571428571428571
651,alabaster,alabaster,18,15,0.6666666666666666,13.67,1.4,0.8333333333333334
652,alacrity,alacrity,37,16,0.09803921568627451,15.25,3.45,0.43243243243243246
653,alarm,alarm,18,18,29.84313725490196,6.39,2.68,1.0
655,alarming,alarm,18,18,1.1372549019607843,9.78,2.24,1.0
656,alarmist,alarmist,18,17,0.3333333333333333,13.12,4.74,0.9444444444444444
657,alarum,alarum,18,8,0.058823529411764705,12.38,4.98,0.4444444444444444
658,alas,alas,20,20,3.823529411764706,9.781155,3.44,1.0
659,albacore,albacore,19,17,0.1568627450980392,14.47,4.14,0.8947368421052632
660,albatross,albatross,18,14,0.7843137254901961,11.64,3.13,0.7777777777777778
661,albinism,albinism,18,12,0.0392156862745098,14.17,3.61,0.6666666666666666
662,albino,albino,20,19,1.1568627450980393,9.79,2.97,0.95
663,album,album,18,18,10.235294117647058,6.72,1.84,1.0
665,albumin,albumin,18,10,0.0784313725490196,14.2,3.65,0.5555555555555556
667,alchemical,alchemical,19,11,0.11764705882352941,15.64,5.33,0.5789473684210527
668,alchemist,alchemist,19,19,0.27450980392156865,12.0,3.21,1.0
669,alchemy,alchemy,19,17,0.21568627450980393,13.35,4.43,0.8947368421052632
670,alcohol,alcohol,18,18,16.568627450980394,9.0,3.56,1.0
671,alcoholic,alcoholic,19,19,6.196078431372549,9.95,3.89,1.0
672,alcoholism,alcoholism,20,20,0.8431372549019608,11.6,3.49,1.0
673,alcove,alcove,20,19,0.47058823529411764,12.11,3.77,0.95
674,alder,alder,19,12,0.09803921568627451,14.08,4.1,0.631578947368421
675,alderman,alderman,19,16,0.803921568627451,14.19,2.93,0.8421052631578947
676,ale,ale,19,19,3.9607843137254903,10.16,4.31,1.0
677,alehouse,alehouse,18,17,0.0196078431372549,13.76,3.95,0.9444444444444444
678,aleph,aleph,19,10,0.11764705882352941,13.7,2.75,0.5263157894736842
679,alert,alert,20,20,20.607843137254903,8.9,1.89,1.0
680,alertness,alertness,18,18,0.0784313725490196,9.44,3.28,1.0
681,alexandrine,alexandrine,18,6,0.13725490196078433,14.17,3.54,0.3333333333333333
682,alfalfa,alfalfa,19,18,0.6470588235294118,8.83,2.53,0.9473684210526315
683,alfresco,alfresco,19,14,0.13725490196078433,15.29,4.34,0.7368421052631579
685,algebra,algebra,19,19,1.7647058823529411,11.47,1.9,1.0
686,algebraic,algebraic,18,18,0.058823529411764705,11.11,2.11,1.0
687,alginate,alginate,19,7,0.0392156862745098,14.86,4.1,0.3684210526315789
